massa,amplitud_h0,score_real,inj_mean,inj_std,confidence,excluded
1.4042e-13,1.5157324196942243e-24,2.3044030673745977,2.294533602233118,0.025946029667763618,0.35,False
1.46202e-13,1.5079523115971227e-24,2.4610214289433334,2.459974586772247,0.014204210463085653,0.62,False
1.51984e-13,1.4310112927061363e-24,2.639757151997129,2.6749902977727027,0.01753685836204208,1.0,True
1.5776599999999998e-13,1.2364646721950383e-24,2.6582662113036455,2.6833964377775317,0.020736353129805728,0.86,True
1.63548e-13,8.918350779571093e-25,2.4838907692620564,2.491666802617352,0.008115755716530008,0.81,True
1.652e-13,7.618309126373328e-25,2.376948296295515,2.3702097213353266,0.015647952927770423,0.32,False
1.6932999999999997e-13,3.682290516046857e-25,4.591484770124205,4.547970181541995,0.06360634370684891,0.33,False

